COM Port 2:
2018/10/14 21:52:05:249;-üpþ|ü||þþþøþþøæ'þþ||öðÊ®3fÃ05953
2018/10/14 21:53:02:586;05966
2018/10/14 21:53:02:586;05965
2018/10/14 21:53:02:586;05966
2018/10/14 21:53:02:586;05966
2018/10/14 21:53:02:586;05965
2018/10/14 21:53:02:586;05966
2018/10/14 21:53:02:586;05966
2018/10/14 21:53:02:586;05966
2018/10/14 21:53:02:602;05966
2018/10/14 21:53:02:602;05966
2018/10/14 21:53:02:602;05966
2018/10/14 21:53:02:602;05967
2018/10/14 21:53:02:602;05966
2018/10/14 21:53:02:602;05965
2018/10/14 21:53:02:602;05966
2018/10/14 21:53:02:602;05965
2018/10/14 21:53:02:602;05964
2018/10/14 21:53:02:617;05966
2018/10/14 21:53:02:617;05964
2018/10/14 21:53:02:617;05966
2018/10/14 21:53:02:617;05966
2018/10/14 21:53:02:617;05965
2018/10/14 21:53:02:617;05965
2018/10/14 21:53:02:618;05965
2018/10/14 21:53:02:618;05965
2018/10/14 21:53:02:618;05966
2018/10/14 21:53:02:618;05966
2018/10/14 21:53:02:633;05966
2018/10/14 21:53:02:633;05966
2018/10/14 21:53:02:633;05965
2018/10/14 21:53:02:634;05967
2018/10/14 21:53:02:634;05965
2018/10/14 21:53:02:634;05966
2018/10/14 21:53:02:634;05965
2018/10/14 21:53:02:634;05966
2018/10/14 21:53:02:634;05967
2018/10/14 21:53:02:649;05966
2018/10/14 21:53:02:649;05966
2018/10/14 21:53:02:649;05966
2018/10/14 21:53:02:649;05967
2018/10/14 21:53:02:649;05967
2018/10/14 21:53:02:649;05966
2018/10/14 21:53:02:650;05967
2018/10/14 21:53:02:650;05967
2018/10/14 21:53:02:650;05967
2018/10/14 21:53:02:665;05967
2018/10/14 21:53:02:665;05967
2018/10/14 21:53:02:665;05966
2018/10/14 21:53:02:665;05966
2018/10/14 21:53:02:665;05965
2018/10/14 21:53:02:665;05966
2018/10/14 21:53:02:665;05966
2018/10/14 21:53:02:665;05966
2018/10/14 21:53:02:665;05966
2018/10/14 21:53:02:665;05966
2018/10/14 21:53:02:681;05966
2018/10/14 21:53:02:681;05966
2018/10/14 21:53:02:681;05965
2018/10/14 21:53:02:681;05966
2018/10/14 21:53:02:681;05965
2018/10/14 21:53:02:681;05965
2018/10/14 21:53:02:681;05966
2018/10/14 21:53:02:681;05965
2018/10/14 21:53:02:681;05966
2018/10/14 21:53:02:697;05965
2018/10/14 21:53:02:697;05965
2018/10/14 21:53:02:697;05965
2018/10/14 21:53:02:697;05965
2018/10/14 21:53:02:697;05966
2018/10/14 21:53:02:697;05965
2018/10/14 21:53:02:697;05965
2018/10/14 21:53:02:697;05966
2018/10/14 21:53:02:697;05965
2018/10/14 21:53:02:698;05966
2018/10/14 21:53:02:713;05966
2018/10/14 21:53:02:713;05966
2018/10/14 21:53:02:713;05965
2018/10/14 21:53:02:714;05966
2018/10/14 21:53:02:714;05966
2018/10/14 21:53:02:714;05967
2018/10/14 21:53:02:714;05967
2018/10/14 21:53:02:714;05966
2018/10/14 21:53:02:714;05965
2018/10/14 21:53:02:729;05965
2018/10/14 21:53:02:729;05965
2018/10/14 21:53:02:729;05965
2018/10/14 21:53:02:729;05966
2018/10/14 21:53:02:729;05966
2018/10/14 21:53:02:729;05966
2018/10/14 21:53:02:730;05965
2018/10/14 21:53:02:730;05966
2018/10/14 21:53:02:730;05966
2018/10/14 21:53:02:730;05966
2018/10/14 21:53:02:745;05965
2018/10/14 21:53:02:745;05966
2018/10/14 21:53:02:745;05965
2018/10/14 21:53:02:745;05965
2018/10/14 21:53:02:745;05965
2018/10/14 21:53:02:745;05965
2018/10/14 21:53:02:745;05966
2018/10/14 21:53:02:745;05965
2018/10/14 21:53:02:745;05965
2018/10/14 21:53:02:761;05966
2018/10/14 21:53:02:761;05966
2018/10/14 21:53:02:761;05965
2018/10/14 21:53:02:761;05967
2018/10/14 21:53:02:761;05966
2018/10/14 21:53:02:761;05966
2018/10/14 21:53:02:761;05966
2018/10/14 21:53:02:761;05965
2018/10/14 21:53:02:761;05965
2018/10/14 21:53:02:761;05965
2018/10/14 21:53:02:777;05965
2018/10/14 21:53:02:777;05965
2018/10/14 21:53:02:777;05965
2018/10/14 21:53:02:777;05965
2018/10/14 21:53:02:777;05965
2018/10/14 21:53:02:777;05965
2018/10/14 21:53:02:777;05965
2018/10/14 21:53:02:777;05966
2018/10/14 21:53:02:777;05965
2018/10/14 21:53:02:793;05965
2018/10/14 21:53:02:793;05965
2018/10/14 21:53:02:793;05965
2018/10/14 21:53:02:793;05965
2018/10/14 21:53:02:793;05965
2018/10/14 21:53:02:793;05965
2018/10/14 21:53:02:793;05965
2018/10/14 21:53:02:793;05965
2018/10/14 21:53:02:793;05965
2018/10/14 21:53:02:793;05965
2018/10/14 21:53:02:809;05965
2018/10/14 21:53:02:809;05965
2018/10/14 21:53:02:809;05966
2018/10/14 21:53:02:809;05966
2018/10/14 21:53:02:809;05967
2018/10/14 21:53:02:809;05966
2018/10/14 21:53:02:809;05967
2018/10/14 21:53:02:809;05965
2018/10/14 21:53:02:809;05966
2018/10/14 21:53:02:825;05966
2018/10/14 21:53:02:825;05967
2018/10/14 21:53:02:825;05967
2018/10/14 21:53:02:825;05967
2018/10/14 21:53:02:825;05966
2018/10/14 21:53:02:825;05966
2018/10/14 21:53:02:825;05965
2018/10/14 21:53:02:825;05965
2018/10/14 21:53:02:825;05965
2018/10/14 21:53:02:825;05965
2018/10/14 21:53:02:841;05966
2018/10/14 21:53:02:841;05965
2018/10/14 21:53:02:841;05965
2018/10/14 21:53:02:841;05966
2018/10/14 21:53:02:841;05966
2018/10/14 21:53:02:841;05966
2018/10/14 21:53:02:841;05965
2018/10/14 21:53:02:841;05965
2018/10/14 21:53:02:841;05965
2018/10/14 21:53:02:857;05965
2018/10/14 21:53:02:857;05965
2018/10/14 21:53:02:857;05965
2018/10/14 21:53:02:857;05966
2018/10/14 21:53:02:857;05966
2018/10/14 21:53:02:857;05966
2018/10/14 21:53:02:857;05966
2018/10/14 21:53:02:857;05966
2018/10/14 21:53:02:857;05965
2018/10/14 21:53:02:857;05966
2018/10/14 21:53:02:873;05967
2018/10/14 21:53:02:873;05966
2018/10/14 21:53:02:873;05967
2018/10/14 21:53:02:873;05967
2018/10/14 21:53:02:873;05966
2018/10/14 21:53:02:873;05967
2018/10/14 21:53:02:873;05966
2018/10/14 21:53:02:873;05966
2018/10/14 21:53:02:873;05965
2018/10/14 21:53:02:889;05966
2018/10/14 21:53:02:889;05965
2018/10/14 21:53:02:889;05965
2018/10/14 21:53:02:889;05966
2018/10/14 21:53:02:889;05965
2018/10/14 21:53:02:889;05966
2018/10/14 21:53:02:889;05966
2018/10/14 21:53:02:889;05966
2018/10/14 21:53:02:890;05967
2018/10/14 21:53:02:890;05965
2018/10/14 21:53:02:905;05965
2018/10/14 21:53:02:905;05965
2018/10/14 21:53:02:905;05966
2018/10/14 21:53:02:906;05966
2018/10/14 21:53:02:906;05966
2018/10/14 21:53:02:906;05965
2018/10/14 21:53:02:906;05965
2018/10/14 21:53:02:906;05966
2018/10/14 21:53:02:906;05965
2018/10/14 21:53:02:921;05965
2018/10/14 21:53:02:921;05965
2018/10/14 21:53:02:921;05965
2018/10/14 21:53:02:921;05965
2018/10/14 21:53:02:921;05965
2018/10/14 21:53:02:921;05966
2018/10/14 21:53:02:922;05965
2018/10/14 21:53:02:922;05965
2018/10/14 21:53:02:922;05966
2018/10/14 21:53:02:922;05966
2018/10/14 21:53:02:937;05966
2018/10/14 21:53:02:937;05965
2018/10/14 21:53:02:937;05966
2018/10/14 21:53:02:937;05965
2018/10/14 21:53:02:937;05965
2018/10/14 21:53:02:937;05966
2018/10/14 21:53:02:937;05966
2018/10/14 21:53:02:937;05967
2018/10/14 21:53:02:937;05965
2018/10/14 21:53:02:937;05965
2018/10/14 21:53:02:953;05966
2018/10/14 21:53:02:953;05966
2018/10/14 21:53:02:953;05966
2018/10/14 21:53:02:953;05965
2018/10/14 21:53:02:953;05965
2018/10/14 21:53:02:953;05966
2018/10/14 21:53:02:953;05965
2018/10/14 21:53:02:953;05965
2018/10/14 21:53:02:953;05965
2018/10/14 21:53:02:969;05966
2018/10/14 21:53:02:969;05965
2018/10/14 21:53:02:969;05965
2018/10/14 21:53:02:969;05966
2018/10/14 21:53:02:969;05966
2018/10/14 21:53:02:969;05966
2018/10/14 21:53:02:969;05966
2018/10/14 21:53:02:969;05965
2018/10/14 21:53:02:970;05964
2018/10/14 21:53:02:970;05965
2018/10/14 21:53:02:985;05965
2018/10/14 21:53:02:985;05965
2018/10/14 21:53:02:985;05965
2018/10/14 21:53:02:985;05965
2018/10/14 21:53:02:985;05965
2018/10/14 21:53:02:985;05965
2018/10/14 21:53:02:985;05966
2018/10/14 21:53:02:985;05966
2018/10/14 21:53:02:985;05965
2018/10/14 21:53:03:001;05965
2018/10/14 21:53:03:001;05964
2018/10/14 21:53:03:001;05966
2018/10/14 21:53:03:001;05964
2018/10/14 21:53:03:001;05967
2018/10/14 21:53:03:001;05966
2018/10/14 21:53:03:001;05966
2018/10/14 21:53:03:001;05965
2018/10/14 21:53:03:001;05965
2018/10/14 21:53:03:001;05964
2018/10/14 21:53:03:017;05965
2018/10/14 21:53:03:017;05965
2018/10/14 21:53:03:017;05965
2018/10/14 21:53:03:017;05965
2018/10/14 21:53:03:017;05966
2018/10/14 21:53:03:017;05965
2018/10/14 21:53:03:017;05965
2018/10/14 21:53:03:017;05965
2018/10/14 21:53:03:017;05965
2018/10/14 21:53:03:033;05966
2018/10/14 21:53:03:033;05965
2018/10/14 21:53:03:033;05965
2018/10/14 21:53:03:033;05966
2018/10/14 21:53:03:033;05966
2018/10/14 21:53:03:033;05966
2018/10/14 21:53:03:033;05965
2018/10/14 21:53:03:033;05965
2018/10/14 21:53:03:033;05967
2018/10/14 21:53:03:033;05966
2018/10/14 21:53:03:049;05966
2018/10/14 21:53:03:049;05967
2018/10/14 21:53:03:049;05966
2018/10/14 21:53:03:049;05966
2018/10/14 21:53:03:049;05966
2018/10/14 21:53:03:049;05965
2018/10/14 21:53:03:049;05964
2018/10/14 21:53:03:049;05965
2018/10/14 21:53:03:049;05965
2018/10/14 21:53:03:065;05965
2018/10/14 21:53:03:065;05965
2018/10/14 21:53:03:065;05964
2018/10/14 21:53:03:065;05965
2018/10/14 21:53:03:065;05965
2018/10/14 21:53:03:065;05964
2018/10/14 21:53:03:065;05966
2018/10/14 21:53:03:065;05965
2018/10/14 21:53:03:065;05965
2018/10/14 21:53:03:065;05965
2018/10/14 21:53:03:081;05965
2018/10/14 21:53:03:081;05965
2018/10/14 21:53:03:081;05966
2018/10/14 21:53:03:081;05965
2018/10/14 21:53:03:081;05966
2018/10/14 21:53:03:081;05966
2018/10/14 21:53:03:081;05965
2018/10/14 21:53:03:081;05966
2018/10/14 21:53:03:081;05966
2018/10/14 21:53:03:097;05966
2018/10/14 21:53:03:097;05966
2018/10/14 21:53:03:097;05964
2018/10/14 21:53:03:097;05965
2018/10/14 21:53:03:097;05965
2018/10/14 21:53:03:097;05966
2018/10/14 21:53:03:097;05966
2018/10/14 21:53:03:097;05966
2018/10/14 21:53:03:097;05965
2018/10/14 21:53:03:097;05965
2018/10/14 21:53:03:113;05965
2018/10/14 21:53:03:113;05965
2018/10/14 21:53:03:113;05965
2018/10/14 21:53:03:113;05965
2018/10/14 21:53:03:113;05965
2018/10/14 21:53:03:113;05965
2018/10/14 21:53:03:113;05966
2018/10/14 21:53:03:113;05966
2018/10/14 21:53:03:113;05966
2018/10/14 21:53:03:113;05966
2018/10/14 21:53:03:129;05967
2018/10/14 21:53:03:129;05965
2018/10/14 21:53:03:129;05965
2018/10/14 21:53:03:129;05965
2018/10/14 21:53:03:129;05965
2018/10/14 21:53:03:129;05965
2018/10/14 21:53:03:129;05965
2018/10/14 21:53:03:129;05966
2018/10/14 21:53:03:129;05965
2018/10/14 21:53:03:145;05966
2018/10/14 21:53:03:145;05967
2018/10/14 21:53:03:145;05968
2018/10/14 21:53:03:145;05968
2018/10/14 21:53:03:145;05966
2018/10/14 21:53:03:145;05965
2018/10/14 21:53:03:145;05966
2018/10/14 21:53:03:145;05966
2018/10/14 21:53:03:145;05964
2018/10/14 21:53:03:145;05965
2018/10/14 21:53:03:161;05965
2018/10/14 21:53:03:161;05965
2018/10/14 21:53:03:161;05965
2018/10/14 21:53:03:161;05965
2018/10/14 21:53:03:161;05966
2018/10/14 21:53:03:161;05965
2018/10/14 21:53:03:161;05965
2018/10/14 21:53:03:161;05964
2018/10/14 21:53:03:161;05965
2018/10/14 21:53:03:177;05964
2018/10/14 21:53:03:177;05966
2018/10/14 21:53:03:177;05965
2018/10/14 21:53:03:177;05965
2018/10/14 21:53:03:177;05965
2018/10/14 21:53:03:177;05965
2018/10/14 21:53:03:177;05965
2018/10/14 21:53:03:177;05965
2018/10/14 21:53:03:177;05963
2018/10/14 21:53:03:177;05965
2018/10/14 21:53:03:193;05964
2018/10/14 21:53:03:193;05964
2018/10/14 21:53:03:193;05965
2018/10/14 21:53:03:193;05965
2018/10/14 21:53:03:193;05965
2018/10/14 21:53:03:193;05964
2018/10/14 21:53:03:193;05965
2018/10/14 21:53:03:193;05965
2018/10/14 21:53:03:193;05965
2018/10/14 21:53:03:209;05965
2018/10/14 21:53:03:209;05965
2018/10/14 21:53:03:209;05965
2018/10/14 21:53:03:209;05961
2018/10/14 21:53:03:209;05964
2018/10/14 21:53:03:209;05966
2018/10/14 21:53:03:209;05964
2018/10/14 21:53:03:209;05965
2018/10/14 21:53:03:209;05964
2018/10/14 21:53:03:209;05964
2018/10/14 21:53:03:225;05965
2018/10/14 21:53:03:225;05964
2018/10/14 21:53:03:225;05965
2018/10/14 21:53:03:225;05965
2018/10/14 21:53:03:225;05964
2018/10/14 21:53:03:225;05964
2018/10/14 21:53:03:225;05964
2018/10/14 21:53:03:225;05964
2018/10/14 21:53:03:225;05964
2018/10/14 21:53:03:241;05964
2018/10/14 21:53:03:241;05966
2018/10/14 21:53:03:241;05965
2018/10/14 21:53:03:241;05965
2018/10/14 21:53:03:241;05966
2018/10/14 21:53:03:241;05966
2018/10/14 21:53:03:241;05966
2018/10/14 21:53:03:241;05967
2018/10/14 21:53:03:241;05966
2018/10/14 21:53:03:241;05965
2018/10/14 21:53:03:257;05966
2018/10/14 21:53:03:257;05966
2018/10/14 21:53:03:257;05966
2018/10/14 21:53:03:257;05967
2018/10/14 21:53:03:257;05967
2018/10/14 21:53:03:257;05967
2018/10/14 21:53:03:257;05965
2018/10/14 21:53:03:257;05966
2018/10/14 21:53:03:257;05966
2018/10/14 21:53:03:273;05965
2018/10/14 21:53:03:273;05966
2018/10/14 21:53:03:273;05966
2018/10/14 21:53:03:273;05967
2018/10/14 21:53:03:273;05967
2018/10/14 21:53:03:273;05966
2018/10/14 21:53:03:273;05967
2018/10/14 21:53:03:273;05966
2018/10/14 21:53:03:273;05967
2018/10/14 21:53:03:289;05966
2018/10/14 21:53:03:289;05965
2018/10/14 21:53:03:289;05965
2018/10/14 21:53:03:289;05966
2018/10/14 21:53:03:289;05966
2018/10/14 21:53:03:289;05966
2018/10/14 21:53:03:289;05966
2018/10/14 21:53:03:289;05967
2018/10/14 21:53:03:289;05966
2018/10/14 21:53:03:289;05965
2018/10/14 21:53:03:305;05966
2018/10/14 21:53:03:305;05966
2018/10/14 21:53:03:305;05965
2018/10/14 21:53:03:305;05966
2018/10/14 21:53:03:305;05965
2018/10/14 21:53:03:305;05964
2018/10/14 21:53:03:305;05964
2018/10/14 21:53:03:305;05964
2018/10/14 21:53:03:305;05966
2018/10/14 21:53:03:321;05966
2018/10/14 21:53:03:321;05965
2018/10/14 21:53:03:321;05964
2018/10/14 21:53:03:321;05964
2018/10/14 21:53:03:321;05965
2018/10/14 21:53:03:321;05964
2018/10/14 21:53:03:321;05964
2018/10/14 21:53:03:321;05965
2018/10/14 21:53:03:321;05965
2018/10/14 21:53:03:321;05966
2018/10/14 21:53:03:337;05965
2018/10/14 21:53:03:337;05966
2018/10/14 21:53:03:337;05966
2018/10/14 21:53:03:337;05966
2018/10/14 21:53:03:337;05966
2018/10/14 21:53:03:337;05966
2018/10/14 21:53:03:337;05966
2018/10/14 21:53:03:337;05966
2018/10/14 21:53:03:337;05966
2018/10/14 21:53:03:352;05965
2018/10/14 21:53:03:353;05966
2018/10/14 21:53:03:353;05966
2018/10/14 21:53:03:353;05966
2018/10/14 21:53:03:353;05966
2018/10/14 21:53:03:353;05965
2018/10/14 21:53:03:353;05964
2018/10/14 21:53:03:353;05963
2018/10/14 21:53:03:353;05963
2018/10/14 21:53:03:353;05963
2018/10/14 21:53:03:369;05963
2018/10/14 21:53:03:369;05964
2018/10/14 21:53:03:369;05965
2018/10/14 21:53:03:369;05961
2018/10/14 21:53:03:369;05966
2018/10/14 21:53:03:369;05966
2018/10/14 21:53:03:369;05964
2018/10/14 21:53:03:369;05966
2018/10/14 21:53:03:369;05965
2018/10/14 21:53:03:385;05965
2018/10/14 21:53:03:385;05965
2018/10/14 21:53:03:385;05964
2018/10/14 21:53:03:385;05965
2018/10/14 21:53:03:385;05965
2018/10/14 21:53:03:385;05964
2018/10/14 21:53:03:385;05964
2018/10/14 21:53:03:385;05964
2018/10/14 21:53:03:385;05964
2018/10/14 21:53:03:385;05964
2018/10/14 21:53:03:401;05964
2018/10/14 21:53:03:401;05963
2018/10/14 21:53:03:401;05963
2018/10/14 21:53:03:401;05965
2018/10/14 21:53:03:401;05964
2018/10/14 21:53:03:401;05964
2018/10/14 21:53:03:401;05965
2018/10/14 21:53:03:401;05965
2018/10/14 21:53:03:401;05965
2018/10/14 21:53:03:416;05964
2018/10/14 21:53:03:417;05963
2018/10/14 21:53:03:417;05959
2018/10/14 21:53:03:417;05962
2018/10/14 21:53:03:417;05963
2018/10/14 21:53:03:417;05963
2018/10/14 21:53:03:417;05963
2018/10/14 21:53:03:417;05964
2018/10/14 21:53:03:417;05963
2018/10/14 21:53:03:417;05964
2018/10/14 21:53:03:433;05963
2018/10/14 21:53:03:433;05959
2018/10/14 21:53:03:433;05963
2018/10/14 21:53:03:433;05964
2018/10/14 21:53:03:433;05964
2018/10/14 21:53:03:433;05964
2018/10/14 21:53:03:433;05964
2018/10/14 21:53:03:433;05964
2018/10/14 21:53:03:433;05958
2018/10/14 21:53:03:448;05964
2018/10/14 21:53:03:448;05965
2018/10/14 21:53:03:448;05965
2018/10/14 21:53:03:448;05964
2018/10/14 21:53:03:448;05965
2018/10/14 21:53:03:449;05964
2018/10/14 21:53:03:449;05965
2018/10/14 21:53:03:449;05964
2018/10/14 21:53:03:449;05964
2018/10/14 21:53:03:449;05964
2018/10/14 21:53:03:464;05965
2018/10/14 21:53:03:464;05965
2018/10/14 21:53:03:465;05966
2018/10/14 21:53:03:465;05966
2018/10/14 21:53:03:465;05966
2018/10/14 21:53:03:465;05965
2018/10/14 21:53:03:465;05965
2018/10/14 21:53:03:465;05964
2018/10/14 21:53:03:465;05964
2018/10/14 21:53:03:480;05965
2018/10/14 21:53:03:480;05964
2018/10/14 21:53:03:480;05965
2018/10/14 21:53:03:480;05965
2018/10/14 21:53:03:481;05964
2018/10/14 21:53:03:481;05964
2018/10/14 21:53:03:481;05965
2018/10/14 21:53:03:481;05965
2018/10/14 21:53:03:481;05965
2018/10/14 21:53:03:481;05963
2018/10/14 21:53:03:496;05963
2018/10/14 21:53:03:497;05965
2018/10/14 21:53:03:497;05965
2018/10/14 21:53:03:497;05965
2018/10/14 21:53:03:497;05964
2018/10/14 21:53:03:497;05965
2018/10/14 21:53:03:497;05965
2018/10/14 21:53:03:497;05965
2018/10/14 21:53:03:497;05964
2018/10/14 21:53:03:512;05964
2018/10/14 21:53:03:513;05965
2018/10/14 21:53:03:513;05964
2018/10/14 21:53:03:513;05965
2018/10/14 21:53:03:513;05965
2018/10/14 21:53:03:513;05965
2018/10/14 21:53:03:513;05965
2018/10/14 21:53:03:513;05966
2018/10/14 21:53:03:513;05965
2018/10/14 21:53:03:513;05965
2018/10/14 21:53:03:528;05964
2018/10/14 21:53:03:528;05965
2018/10/14 21:53:03:528;05965
2018/10/14 21:53:03:528;05965
2018/10/14 21:53:03:528;05965
2018/10/14 21:53:03:529;05966
2018/10/14 21:53:03:529;05966
2018/10/14 21:53:03:529;05966
2018/10/14 21:53:03:529;05966
2018/10/14 21:53:03:544;05965
2018/10/14 21:53:03:544;05966
2018/10/14 21:53:03:544;05966
2018/10/14 21:53:03:544;05966
2018/10/14 21:53:03:544;05966
2018/10/14 21:53:03:544;05966
2018/10/14 21:53:03:544;05967
2018/10/14 21:53:03:545;05967
2018/10/14 21:53:03:545;05967
2018/10/14 21:53:03:545;05967
2018/10/14 21:53:03:560;05966
2018/10/14 21:53:03:560;05966
2018/10/14 21:53:03:560;05965
2018/10/14 21:53:03:560;05964
2018/10/14 21:53:03:561;05965
2018/10/14 21:53:03:561;05966
2018/10/14 21:53:03:561;05966
2018/10/14 21:53:03:561;05966
2018/10/14 21:53:03:561;05965
2018/10/14 21:53:03:576;05966
2018/10/14 21:53:03:576;05966
2018/10/14 21:53:03:576;05966
2018/10/14 21:53:03:576;05965
2018/10/14 21:53:03:576;05966
2018/10/14 21:53:03:576;05966
2018/10/14 21:53:03:577;05966
2018/10/14 21:53:03:577;05966
2018/10/14 21:53:03:577;05967
2018/10/14 21:53:03:577;05965
2018/10/14 21:53:03:592;05964
2018/10/14 21:53:03:592;05965
2018/10/14 21:53:03:592;05965
2018/10/14 21:53:03:592;05966
2018/10/14 21:53:03:592;05966
2018/10/14 21:53:03:592;05966
2018/10/14 21:53:03:592;05966
2018/10/14 21:53:03:593;05966
2018/10/14 21:53:03:593;05965
2018/10/14 21:53:03:593;05965
2018/10/14 21:53:03:608;05965
2018/10/14 21:53:03:608;05965
2018/10/14 21:53:03:608;05965
2018/10/14 21:53:03:608;05965
2018/10/14 21:53:03:608;05965
2018/10/14 21:53:03:608;05965
2018/10/14 21:53:03:608;05965
2018/10/14 21:53:03:609;05965
2018/10/14 21:53:03:609;05966
2018/10/14 21:53:03:624;05966
2018/10/14 21:53:03:624;05965
2018/10/14 21:53:03:624;05965
2018/10/14 21:53:03:624;05965
2018/10/14 21:53:03:624;05964
2018/10/14 21:53:03:625;05965
2018/10/14 21:53:03:625;05963
2018/10/14 21:53:03:625;05965
2018/10/14 21:53:03:625;05964
2018/10/14 21:53:03:625;05964
2018/10/14 21:53:03:640;05965
2018/10/14 21:53:03:640;05964
2018/10/14 21:53:03:640;05964
2018/10/14 21:53:03:640;05963
2018/10/14 21:53:03:640;05964
2018/10/14 21:53:03:640;05963
2018/10/14 21:53:03:640;05962
2018/10/14 21:53:03:640;05965
2018/10/14 21:53:03:641;05964
2018/10/14 21:53:03:656;05964
2018/10/14 21:53:03:656;05964
2018/10/14 21:53:03:656;05964
2018/10/14 21:53:03:657;05964
2018/10/14 21:53:03:657;05966
2018/10/14 21:53:03:657;05965
2018/10/14 21:53:03:657;05965
2018/10/14 21:53:03:657;05966
2018/10/14 21:53:03:657;05965
2018/10/14 21:53:03:657;05965
2018/10/14 21:53:03:672;05965
2018/10/14 21:53:03:672;05965
2018/10/14 21:53:03:672;05965
2018/10/14 21:53:03:672;05964
2018/10/14 21:53:03:672;05964
2018/10/14 21:53:03:673;05964
2018/10/14 21:53:03:673;05965
2018/10/14 21:53:03:673;05965
2018/10/14 21:53:03:673;05965
2018/10/14 21:53:03:688;05965
2018/10/14 21:53:03:689;05965
2018/10/14 21:53:03:689;05965
2018/10/14 21:53:03:689;05966
2018/10/14 21:53:03:689;05966
2018/10/14 21:53:03:689;05966
2018/10/14 21:53:03:689;05965
2018/10/14 21:53:03:689;05966
2018/10/14 21:53:03:689;05966
2018/10/14 21:53:03:689;05966
2018/10/14 21:53:03:705;05967
2018/10/14 21:53:03:705;05966
2018/10/14 21:53:03:705;05965
2018/10/14 21:53:03:705;05965
2018/10/14 21:53:03:705;05966
2018/10/14 21:53:03:705;05966
2018/10/14 21:53:03:705;05966
2018/10/14 21:53:03:705;05965
2018/10/14 21:53:03:705;05965
2018/10/14 21:53:03:720;05965
2018/10/14 21:53:03:720;05964
2018/10/14 21:53:03:720;05966
2018/10/14 21:53:03:720;05966
2018/10/14 21:53:03:720;05966
2018/10/14 21:53:03:720;05966
2018/10/14 21:53:03:720;05967
2018/10/14 21:53:03:720;05967
2018/10/14 21:53:03:721;05966
2018/10/14 21:53:03:721;05966
2018/10/14 21:53:03:736;05965
2018/10/14 21:53:03:736;05966
2018/10/14 21:53:03:737;05965
2018/10/14 21:53:03:737;05965
2018/10/14 21:53:03:737;05965
2018/10/14 21:53:03:737;05966
2018/10/14 21:53:03:737;05965
2018/10/14 21:53:03:737;05966
2018/10/14 21:53:03:737;05966
2018/10/14 21:53:03:752;05966
2018/10/14 21:53:03:752;05967
2018/10/14 21:53:03:752;05966
2018/10/14 21:53:03:752;05965
2018/10/14 21:53:03:752;05966
2018/10/14 21:53:03:752;05966
2018/10/14 21:53:03:752;05967
2018/10/14 21:53:03:752;05965
2018/10/14 21:53:03:752;05965
2018/10/14 21:53:03:752;05966
2018/10/14 21:53:03:768;05966
2018/10/14 21:53:03:768;05967
2018/10/14 21:53:03:768;05966
2018/10/14 21:53:03:768;05967
2018/10/14 21:53:03:768;05966
2018/10/14 21:53:03:768;05967
2018/10/14 21:53:03:769;05966
2018/10/14 21:53:03:769;05966
2018/10/14 21:53:03:769;05966
2018/10/14 21:53:03:784;05966
2018/10/14 21:53:03:784;05965
2018/10/14 21:53:03:784;05966
2018/10/14 21:53:03:784;05966
2018/10/14 21:53:03:784;05964
2018/10/14 21:53:03:784;05965
2018/10/14 21:53:03:784;05966
2018/10/14 21:53:03:785;05967
2018/10/14 21:53:03:785;05967
2018/10/14 21:53:03:785;05966
2018/10/14 21:53:03:800;05966
2018/10/14 21:53:03:800;05965
2018/10/14 21:53:03:800;05966
2018/10/14 21:53:03:800;05965
2018/10/14 21:53:03:800;05964
